Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Average_Price,Average_Mileage,Number_of_Cars,Standardized_Price
Ford,Fiesta,1.2,Petrol,1989,162507,1064,10671.473455469377,112525.01002941963,14956,-0.7775238206448053
Toyota,Prius,1.8,Hybrid,1995,179596,3040,14341.099418465705,111368.92232932367,12553,-0.6571655329134684
Ford,Focus,1.6,Hybrid,1998,85090,7090,10671.473455469377,112525.01002941963,14956,-0.41047977111594053
Toyota,Prius,1.4,Hybrid,1997,188639,2833,14341.099418465705,111368.92232932367,12553,-0.6697739162942309
Ford,Mondeo,1.4,Diesel,2015,42595,23582,10671.473455469377,112525.01002941963,14956,0.5940490149494493
VW,Passat,1.4,Diesel,2017,11359,33983,10361.781497383605,113511.21642291694,14906,1.2275745972842855
Toyota,Prius,1.4,Hybrid,2002,38395,12172,14341.099418465705,111368.92232932367,12553,-0.10093482260852414
Toyota,RAV4,2.4,Petrol,2003,123286,9294,14341.099418465705,111368.92232932367,12553,-0.2762339886463723
VW,Polo,1.2,Petrol,1993,258235,609,10361.781497383605,113511.21642291694,14906,-0.8052379000566263
VW,Golf,1.2,Hybrid,2017,58097,21943,10361.781497383605,113511.21642291694,14906,0.4942174190022522
VW,Passat,1.8,Diesel,1996,159454,3399,10361.781497383605,113511.21642291694,14906,-0.6352988197072184
VW,Polo,1.0,Petrol,2001,159479,2276,10361.781497383605,113511.21642291694,14906,-0.7037008222994711
Toyota,Yaris,1.4,Petrol,2010,52547,12197,14341.099418465705,111368.92232932367,12553,-0.09941207099249003
Toyota,Prius,1.0,Hybrid,2009,86481,11998,14341.099418465705,111368.92232932367,12553,-0.11153317385612163
VW,Passat,2.0,Diesel,1992,107774,4130,10361.781497383605,113511.21642291694,14906,-0.5907735624543806
VW,Passat,1.4,Diesel,2000,129591,4984,10361.781497383605,113511.21642291694,14906,-0.538756367250655
Ford,Fiesta,1.0,Petrol,1996,100532,2524,10671.473455469377,112525.01002941963,14956,-0.6885951262684126
BMW,M5,4.4,Petrol,2020,8665,135118,24431.679089444,112858.0471394037,4964,7.387713984788723
Toyota,RAV4,1.8,Hybrid,1995,96910,6905,14341.099418465705,111368.92232932367,12553,-0.421748133074593
Toyota,Prius,1.0,Hybrid,2014,44161,22113,14341.099418465705,111368.92232932367,12553,0.5045721299912842
VW,Polo,1.6,Petrol,2016,33879,19308,10361.781497383605,113511.21642291694,14906,0.3337193986722557
VW,Golf,1.4,Diesel,1987,229364,717,10361.781497383605,113511.21642291694,14906,-0.7986596130753589
Toyota,Prius,1.4,Hybrid,2014,61759,23422,14341.099418465705,111368.92232932367,12553,0.5843034046068308
Ford,Mondeo,1.4,Diesel,1995,206393,1772,10671.473455469377,112525.01002941963,14956,-0.734399494878719
VW,Golf,1.2,Diesel,2020,17988,29756,10361.781497383605,113511.21642291694,14906,0.9701077540452361
BMW,X3,2.4,Diesel,2015,61647,32042,24431.679089444,112858.0471394037,4964,1.1093481618153962
BMW,M5,5.0,Petrol,1990,270615,2551,24431.679089444,112858.0471394037,4964,-0.6869505545230957
VW,Polo,2.0,Diesel,1989,182566,1249,10361.781497383605,113511.21642291694,14906,-0.7662554586861529
Ford,Fiesta,1.4,Petrol,1991,187171,1065,10671.473455469377,112525.01002941963,14956,-0.7774629105801639
BMW,Z4,3.0,Petrol,2016,24495,43500,24431.679089444,112858.0471394037,4964,1.8072556824761552
Ford,Fiesta,1.2,Petrol,1991,220277,735,10671.473455469377,112525.01002941963,14956,-0.7975632319118144
Toyota,Yaris,1.4,Hybrid,2008,112823,8428,14341.099418465705,111368.92232932367,12553,-0.3289821046257943
Toyota,Prius,1.0,Hybrid,2019,33909,32808,14341.099418465705,111368.92232932367,12553,1.1560052713306816
Ford,Mondeo,1.8,Petrol,2002,56755,9802,10671.473455469377,112525.01002941963,14956,-0.24529167580855893
Ford,Focus,1.8,Diesel,1994,231722,1510,10671.473455469377,112525.01002941963,14956,-0.7503579318147566
BMW,Z4,2.0,Petrol,2007,117402,10483,24431.679089444,112858.0471394037,4964,-0.20381192178778945
Toyota,Prius,1.0,Hybrid,1988,237257,851,14341.099418465705,111368.92232932367,12553,-0.7904976644134161
Toyota,RAV4,2.4,Hybrid,1986,172696,2402,14341.099418465705,111368.92232932367,12553,-0.6960261541546591
VW,Passat,1.4,Diesel,2001,173468,3719,10361.781497383605,113511.21642291694,14906,-0.6158075990219816
Toyota,RAV4,2.2,Hybrid,2019,23968,60541,14341.099418465705,111368.92232932367,12553,2.845224094029654
VW,Polo,1.4,Petrol,1994,177261,1454,10361.781497383605,113511.21642291694,14906,-0.7537688954346731
Toyota,Yaris,1.0,Hybrid,2017,29238,22691,14341.099418465705,111368.92232932367,12553,0.5397781473539931
Ford,Mondeo,1.6,Diesel,2016,49045,25904,10671.473455469377,112525.01002941963,14956,0.7354821850466985
Ford,Focus,1.8,Petrol,2000,173170,3598,10671.473455469377,112525.01002941963,14956,-0.6231777168435867
Ford,Fiesta,1.2,Petrol,2000,152706,2404,10671.473455469377,112525.01002941963,14956,-0.6959043340253764
Ford,Fiesta,1.0,Petrol,2019,27807,18813,10671.473455469377,112525.01002941963,14956,0.3035689166747801
Ford,Fiesta,1.0,Petrol,2017,62356,13333,10671.473455469377,112525.01002941963,14956,-0.030218237559899504
BMW,X3,3.0,Diesel,2000,75207,12043,24431.679089444,112858.0471394037,4964,-0.10879222094726021
Porsche,718 Cayman,2.0,Petrol,2001,197061,4402,29103.764660789573,111638.253737064,2609,-0.5742060248719293
VW,Passat,1.8,Petrol,1994,167315,2653,10361.781497383605,113511.21642291694,14906,-0.6807377279296766
Ford,Mondeo,1.4,Diesel,2012,74911,15687,10671.473455469377,112525.01002941963,14956,0.11316405460587345
BMW,Z4,2.0,Petrol,2001,125739,6589,24431.679089444,112858.0471394037,4964,-0.4409957135012643
Ford,Focus,1.0,Petrol,2012,97618,10863,10671.473455469377,112525.01002941963,14956,-0.1806660972240708
VW,Passat,2.0,Diesel,1988,218680,1257,10361.781497383605,113511.21642291694,14906,-0.7657681781690219
BMW,M5,4.0,Petrol,1991,159808,6555,24431.679089444,112858.0471394037,4964,-0.4430666556990707
Ford,Focus,2.0,Petrol,2004,20220,14808,10671.473455469377,112525.01002941963,14956,0.05962410778611371
Ford,Fiesta,1.2,Diesel,2000,69354,4715,10671.473455469377,112525.01002941963,14956,-0.5551411746391821
Ford,Focus,2.0,Petrol,1986,231154,894,10671.473455469377,112525.01002941963,14956,-0.7878785316338374
VW,Passat,1.4,Diesel,2008,75353,12656,10361.781497383605,113511.21642291694,14906,-0.07145435132210354
BMW,M5,4.4,Petrol,2011,111987,38140,24431.679089444,112858.0471394037,4964,1.4807777359984393
Ford,Mondeo,2.0,Diesel,1992,220196,1533,10671.473455469377,112525.01002941963,14956,-0.7489570003280052
VW,Polo,1.2,Petrol,1989,152353,1188,10361.781497383605,113511.21642291694,14906,-0.769970972629276
Toyota,Yaris,1.0,Hybrid,1998,203407,1730,14341.099418465705,111368.92232932367,12553,-0.7369577175936564
VW,Passat,2.0,Diesel,2013,39997,26472,10361.781497383605,113511.21642291694,14906,0.7700791017629938
Ford,Focus,2.0,Petrol,2007,61980,14072,10671.473455469377,112525.01002941963,14956,0.01479430021006915
Ford,Focus,1.4,Diesel,1998,194573,2424,10671.473455469377,112525.01002941963,14956,-0.6946861327325491
Ford,Focus,1.4,Petrol,2015,32566,24054,10671.473455469377,112525.01002941963,14956,0.6227985654601735
Toyota,Yaris,1.2,Petrol,2014,30157,16870,14341.099418465705,111368.92232932367,12553,0.18522066107660812
Ford,Fiesta,1.0,Diesel,1995,97615,2532,10671.473455469377,112525.01002941963,14956,-0.6881078457512817
Ford,Mondeo,2.0,Petrol,1999,198211,2831,10671.473455469377,112525.01002941963,14956,-0.6698957364235136
VW,Polo,1.4,Petrol,2011,111975,7652,10361.781497383605,113511.21642291694,14906,-0.37624831478749343
VW,Passat,1.8,Petrol,1996,204599,2196,10361.781497383605,113511.21642291694,14906,-0.7085736274707802
Ford,Focus,1.0,Petrol,1999,192960,2115,10671.473455469377,112525.01002941963,14956,-0.7135073427067309
Toyota,Prius,1.4,Hybrid,2008,95770,12429,14341.099418465705,111368.92232932367,12553,-0.08528093599569336
Ford,Focus,2.0,Petrol,2007,84892,12054,10671.473455469377,112525.01002941963,14956,-0.1081222102362052
VW,Polo,1.0,Petrol,2011,113109,6412,10361.781497383605,113511.21642291694,14906,-0.4517767949427859
BMW,M5,4.4,Petrol,2002,57653,30604,24431.679089444,112858.0471394037,4964,1.0217594888611135
Ford,Fiesta,1.4,Petrol,1997,90955,3421,10671.473455469377,112525.01002941963,14956,-0.6339587982851083
Ford,Fiesta,1.2,Petrol,2005,62589,6553,10671.473455469377,112525.01002941963,14956,-0.44318847582835347
Ford,Mondeo,2.0,Diesel,2004,21823,15270,10671.473455469377,112525.01002941963,14956,0.08776455765042429
Ford,Mondeo,1.8,Diesel,2015,60827,23854,10671.473455469377,112525.01002941963,14956,0.6106165525319005
VW,Passat,1.8,Diesel,1994,186309,2368,10361.781497383605,113511.21642291694,14906,-0.6980970963524655
VW,Passat,2.0,Diesel,2018,41226,36673,10361.781497383605,113511.21642291694,14906,1.391422671169557
Toyota,RAV4,2.2,Hybrid,2021,2650,77504,14341.099418465705,111368.92232932367,12553,3.8784415205411267
VW,Golf,1.8,Diesel,2014,59160,19122,10361.781497383605,113511.21642291694,14906,0.32239012664896183
Toyota,Prius,1.0,Hybrid,2006,68558,11105,14341.099418465705,111368.92232932367,12553,-0.16592586158086048
Porsche,Cayenne,4.0,Petrol,1996,228362,3993,29103.764660789573,111638.253737064,2609,-0.5991182413102476
Ford,Mondeo,1.6,Petrol,2006,75551,10659,10671.473455469377,112525.01002941963,14956,-0.19309175041090923
Ford,Mondeo,1.6,Diesel,1999,87435,6464,10671.473455469377,112525.01002941963,14956,-0.44860947158143494
Ford,Fiesta,1.0,Petrol,2016,51711,13351,10671.473455469377,112525.01002941963,14956,-0.029121856396354937
Toyota,Prius,1.0,Hybrid,1989,266372,695,14341.099418465705,111368.92232932367,12553,-0.799999634497469
Toyota,Yaris,1.0,Petrol,2003,133207,3632,14341.099418465705,111368.92232932367,12553,-0.6211067746457803
Ford,Mondeo,1.6,Diesel,2011,58702,17463,10671.473455469377,112525.01002941963,14956,0.2213403294089375
BMW,Z4,2.4,Petrol,1993,201780,2244,24431.679089444,112858.0471394037,4964,-0.7056499443679948
VW,Golf,1.8,Petrol,2009,56590,13265,10361.781497383605,113511.21642291694,14906,-0.034360121955512316
Toyota,RAV4,2.2,Hybrid,1993,148364,4491,14341.099418465705,111368.92232932367,12553,-0.5687850291188479
VW,Golf,1.2,Hybrid,2017,29755,26069,10361.781497383605,113511.21642291694,14906,0.7455323457125237
Toyota,RAV4,2.0,Hybrid,2008,134165,13047,14341.099418465705,111368.92232932367,12553,-0.04763851604732986
VW,Polo,2.0,Petrol,2016,35609,21369,10361.781497383605,113511.21642291694,14906,0.45925504189810873
Toyota,RAV4,2.0,Hybrid,2004,98705,13092,14341.099418465705,111368.92232932367,12553,-0.044897563138468446
Toyota,RAV4,2.0,Hybrid,1996,147303,5275,14341.099418465705,111368.92232932367,12553,-0.5210315384400178
Ford,Mondeo,1.8,Diesel,2015,45295,26304,10671.473455469377,112525.01002941963,14956,0.7598462109032444
VW,Golf,1.8,Petrol,2005,129390,6036,10361.781497383605,113511.21642291694,14906,-0.4746789792479391
Toyota,RAV4,2.4,Hybrid,2014,70086,34120,14341.099418465705,111368.92232932367,12553,1.2359192761401525
VW,Polo,1.6,Petrol,2011,62669,11579,10361.781497383605,113511.21642291694,14906,-0.13705449094085354
VW,Polo,1.6,Petrol,2000,69442,5318,10361.781497383605,113511.21642291694,14906,-0.5184124056604391
Toyota,RAV4,1.8,Hybrid,1998,126954,6726,14341.099418465705,111368.92232932367,12553,-0.43265103464539734
Ford,Focus,2.0,Petrol,2017,28871,33558,10671.473455469377,112525.01002941963,14956,1.2016878198117054
VW,Polo,2.0,Petrol,1993,274577,675,10361.781497383605,113511.21642291694,14906,-0.8012178357902963
VW,Golf,1.6,Petrol,1999,123034,4009,10361.781497383605,113511.21642291694,14906,-0.5981436802759857
VW,Passat,1.8,Petrol,2016,49958,27489,10361.781497383605,113511.21642291694,14906,0.8320246375032618
Toyota,Prius,1.4,Hybrid,1998,129410,4950,14341.099418465705,111368.92232932367,12553,-0.5408273094484614
BMW,X3,2.0,Diesel,2001,125715,7266,24431.679089444,112858.0471394037,4964,-0.3997595997390603
Ford,Focus,1.4,Petrol,1989,261975,688,10671.473455469377,112525.01002941963,14956,-0.8004260049499585
Ford,Mondeo,1.4,Petrol,2004,114680,6582,10671.473455469377,112525.01002941963,14956,-0.4414220839537539
Toyota,Prius,1.4,Hybrid,1995,155793,3276,14341.099418465705,111368.92232932367,12553,-0.6427907576581062
VW,Golf,1.8,Petrol,1994,160087,2261,10361.781497383605,113511.21642291694,14906,-0.7046144732690915
Ford,Focus,2.0,Petrol,1990,276547,766,10671.473455469377,112525.01002941963,14956,-0.7956750199079321
Porsche,718 Cayman,2.4,Petrol,1994,177541,3581,29103.764660789573,111638.253737064,2609,-0.6242131879424899
Ford,Mondeo,1.6,Petrol,2008,71830,12490,10671.473455469377,112525.01002941963,14956,-0.08156542205257011
Toyota,Prius,1.0,Hybrid,2005,74068,10012,14341.099418465705,111368.92232932367,12553,-0.2325005622338723
VW,Golf,1.4,Petrol,2020,18973,30446,10361.781497383605,113511.21642291694,14906,1.0121356986477779
Toyota,Prius,1.8,Hybrid,2018,17994,45048,14341.099418465705,111368.92232932367,12553,1.901544462540988
Toyota,Prius,1.8,Hybrid,2009,80412,16792,14341.099418465705,111368.92232932367,12553,0.18046967603458164
Toyota,Prius,1.4,Hybrid,2008,88448,13097,14341.099418465705,111368.92232932367,12553,-0.044593012815261616
VW,Golf,1.2,Diesel,2016,48663,19062,10361.781497383605,113511.21642291694,14906,0.31873552277047995
Ford,Fiesta,1.0,Petrol,2000,156541,2126,10671.473455469377,112525.01002941963,14956,-0.7128373319956758
VW,Golf,2.0,Diesel,1992,154310,2298,10361.781497383605,113511.21642291694,14906,-0.7023608008773611
Toyota,RAV4,2.2,Hybrid,1999,199508,4338,14341.099418465705,111368.92232932367,12553,-0.5781042690089767
Toyota,Prius,1.8,Hybrid,1993,274625,1127,14341.099418465705,111368.92232932367,12553,-0.7736864865723994
Ford,Fiesta,1.4,Petrol,2015,28672,16965,10671.473455469377,112525.01002941963,14956,0.19100711721753777
BMW,X3,2.0,Diesel,2019,18694,49389,24431.679089444,112858.0471394037,4964,2.165955053149153
VW,Golf,1.2,Hybrid,2010,103560,10050,10361.781497383605,113511.21642291694,14906,-0.23018597977750044
VW,Passat,1.6,Diesel,2008,101263,11264,10361.781497383605,113511.21642291694,14906,-0.15624116130288346
Ford,Focus,2.0,Petrol,1995,112562,4427,10671.473455469377,112525.01002941963,14956,-0.5726832732558952
VW,Polo,1.4,Petrol,1994,225404,951,10361.781497383605,113511.21642291694,14906,-0.7844066579492796
Ford,Focus,2.0,Diesel,1990,288943,716,10671.473455469377,112525.01002941963,14956,-0.7987205231400003
BMW,Z4,2.2,Petrol,2007,97510,12751,24431.679089444,112858.0471394037,4964,-0.06566789518117387
VW,Polo,1.4,Petrol,1996,178397,1645,10361.781497383605,113511.21642291694,14906,-0.7421350730881724
VW,Polo,2.0,Petrol,1996,311638,580,10361.781497383605,113511.21642291694,14906,-0.8070042919312259
BMW,M5,4.0,Petrol,2006,129311,22804,24431.679089444,112858.0471394037,4964,0.5466609846584674
VW,Polo,1.6,Petrol,2017,42576,19599,10361.781497383605,113511.21642291694,14906,0.3514442274828929
Toyota,Yaris,1.0,Hybrid,2006,152501,4557,14341.099418465705,111368.92232932367,12553,-0.5647649648525178
Porsche,718 Cayman,2.0,Petrol,1994,184831,3070,29103.764660789573,111638.253737064,2609,-0.6553382309742274
Toyota,Yaris,1.2,Petrol,2007,131616,5261,14341.099418465705,111368.92232932367,12553,-0.5218842793449969
Ford,Mondeo,1.4,Diesel,2007,60663,12354,10671.473455469377,112525.01002941963,14956,-0.08984919084379574
Ford,Mondeo,1.4,Diesel,2019,20507,34983,10671.473455469377,112525.01002941963,14956,1.2884846619256503
VW,Passat,2.0,Diesel,2004,102329,9571,10361.781497383605,113511.21642291694,14906,-0.25936190074071425
Porsche,Cayenne,4.0,Petrol,1993,190265,4588,29103.764660789573,111638.253737064,2609,-0.5628767528486355
BMW,M5,4.4,Petrol,2011,145908,29238,24431.679089444,112858.0471394037,4964,0.9385563405610091
Toyota,Yaris,1.4,Hybrid,2001,94616,6045,14341.099418465705,111368.92232932367,12553,-0.4741307886661668
Ford,Fiesta,1.2,Diesel,1996,101781,2876,10671.473455469377,112525.01002941963,14956,-0.6671547835146522
VW,Golf,2.0,Petrol,2006,131291,6701,10361.781497383605,113511.21642291694,14906,-0.43417378626143144
VW,Passat,2.0,Diesel,1986,242450,886,10361.781497383605,113511.21642291694,14906,-0.7883658121509682
BMW,M5,5.0,Petrol,2012,73489,57254,24431.679089444,112858.0471394037,4964,2.6450127115534876
BMW,M5,5.0,Petrol,1991,265569,2859,24431.679089444,112858.0471394037,4964,-0.6681902546135554
Toyota,Yaris,1.0,Petrol,1999,119546,3095,14341.099418465705,111368.92232932367,12553,-0.6538154793581933
Ford,Mondeo,1.6,Petrol,1995,154081,2826,10671.473455469377,112525.01002941963,14956,-0.6702002867467204
Ford,Mondeo,2.0,Diesel,2001,49965,10593,10671.473455469377,112525.01002941963,14956,-0.19711181467723932
Toyota,Prius,1.4,Hybrid,2004,135540,7036,14341.099418465705,111368.92232932367,12553,-0.4137689146065742
VW,Polo,1.4,Petrol,1996,118948,2669,10361.781497383605,113511.21642291694,14906,-0.6797631668954147
Ford,Mondeo,1.4,Petrol,2010,86572,12062,10671.473455469377,112525.01002941963,14956,-0.10763492971907428
Ford,Fiesta,1.2,Petrol,2021,12966,25554,10671.473455469377,112525.01002941963,14956,0.7141636624222208
Toyota,Yaris,1.0,Hybrid,1994,171165,1752,14341.099418465705,111368.92232932367,12553,-0.7356176961715463
Porsche,911,3.5,Petrol,2013,50768,70222,29103.764660789573,111638.253737064,2609,3.4348944298227075
VW,Polo,1.6,Petrol,2018,34235,22016,10361.781497383605,113511.21642291694,14906,0.49866385372107186
Porsche,911,3.5,Petrol,2017,14661,113075,29103.764660789573,111638.253737064,2609,6.045073429899118
Toyota,Prius,1.4,Hybrid,2006,57590,14115,14341.099418465705,111368.92232932367,12553,0.01741343298964784
BMW,Z4,2.0,Petrol,2000,94261,7805,24431.679089444,112858.0471394037,4964,-0.3669290748973646
Ford,Focus,1.4,Diesel,2016,40230,25805,10671.473455469377,112525.01002941963,14956,0.7294520886472035
VW,Golf,1.8,Petrol,1994,198863,1622,10361.781497383605,113511.21642291694,14906,-0.7435360045749237
Ford,Mondeo,1.4,Hybrid,2012,77407,17626,10671.473455469377,112525.01002941963,14956,0.23126866994547998
VW,Polo,2.0,Petrol,2014,57351,16364,10361.781497383605,113511.21642291694,14906,0.1544001683680775
Toyota,Yaris,1.0,Petrol,2007,97287,6230,14341.099418465705,111368.92232932367,12553,-0.4628624267075143
Ford,Mondeo,1.4,Diesel,2020,19945,37510,10671.473455469377,112525.01002941963,14956,1.4424043952743795
VW,Polo,2.0,Petrol,1998,210191,1701,10361.781497383605,113511.21642291694,14906,-0.738724109468256
Ford,Fiesta,1.0,Diesel,2005,85291,5386,10671.473455469377,112525.01002941963,14956,-0.5142705212648263
Toyota,Prius,1.4,Hybrid,2013,99733,16854,14341.099418465705,111368.92232932367,12553,0.18424610004234626
Toyota,Prius,1.4,Hybrid,2004,107745,8718,14341.099418465705,111368.92232932367,12553,-0.3113181858797985
Toyota,Yaris,1.0,Petrol,2002,130702,3466,14341.099418465705,111368.92232932367,12553,-0.6312178453762469
VW,Polo,1.6,Petrol,2008,122573,6177,10361.781497383605,113511.21642291694,14906,-0.46609066013350664
Ford,Fiesta,1.2,Hybrid,1995,216002,1198,10671.473455469377,112525.01002941963,14956,-0.7693618719828624
Ford,Mondeo,2.0,Diesel,2008,58426,16013,10671.473455469377,112525.01002941963,14956,0.1330207356789584
VW,Polo,1.2,Petrol,2010,40058,10806,10361.781497383605,113511.21642291694,14906,-0.18413797090862857
Ford,Focus,1.4,Petrol,2015,41614,22801,10671.473455469377,112525.01002941963,14956,0.5464782544645432
VW,Polo,1.2,Petrol,2019,8451,23505,10361.781497383605,113511.21642291694,14906,0.5893589399720641
Ford,Fiesta,1.0,Petrol,2021,13147,23305,10671.473455469377,112525.01002941963,14956,0.5771769270437912
Porsche,Cayenne,3.0,Petrol,2017,44594,59189,29103.764660789573,111638.253737064,2609,2.7628736866345287
VW,Polo,1.2,Petrol,2015,53804,13858,10361.781497383605,113511.21642291694,14906,0.0017595463768170626
Ford,Fiesta,1.0,Petrol,2001,125714,2912,10671.473455469377,112525.01002941963,14956,-0.664962021187563
Ford,Focus,1.8,Petrol,2014,37537,24783,10671.473455469377,112525.01002941963,14956,0.6672020025837285
VW,Passat,1.4,Diesel,2007,108456,9346,10361.781497383605,113511.21642291694,14906,-0.2730666652850213
Porsche,Cayenne,3.0,Petrol,2016,34772,58721,29103.764660789573,111638.253737064,2609,2.7343677763823697
Ford,Mondeo,1.4,Diesel,1996,130844,3578,10671.473455469377,112525.01002941963,14956,-0.624395918136414
BMW,X3,2.0,Diesel,1999,113544,6982,24431.679089444,112858.0471394037,4964,-0.4170580580972079
VW,Passat,1.8,Diesel,2001,101595,7474,10361.781497383605,113511.21642291694,14906,-0.38709030629365637
VW,Golf,1.8,Hybrid,1990,251606,925,10361.781497383605,113511.21642291694,14906,-0.785990319629955
Ford,Fiesta,1.4,Petrol,2000,64908,4995,10671.473455469377,112525.01002941963,14956,-0.5380863565395999
Ford,Mondeo,1.4,Diesel,1989,243789,847,10671.473455469377,112525.01002941963,14956,-0.7907413046719816
VW,Passat,1.8,Petrol,1998,122853,4964,10361.781497383605,113511.21642291694,14906,-0.5399745685434822
Toyota,Prius,1.4,Hybrid,1995,205228,2144,14341.099418465705,111368.92232932367,12553,-0.7117409508321313
VW,Golf,1.6,Petrol,2008,85020,9671,10361.781497383605,113511.21642291694,14906,-0.25327089427657773
Ford,Focus,1.4,Diesel,1989,307501,469,10671.473455469377,112525.01002941963,14956,-0.8137653091064174
VW,Golf,1.2,Diesel,1998,153184,2680,10361.781497383605,113511.21642291694,14906,-0.6790931561843597
VW,Golf,1.2,Diesel,2015,40965,18691,10361.781497383605,113511.21642291694,14906,0.2961378887885336
Porsche,718 Cayman,2.0,Petrol,1990,61566,6063,29103.764660789573,111638.253737064,2609,-0.47303440750262227
VW,Passat,1.8,Diesel,1989,189661,1648,10361.781497383605,113511.21642291694,14906,-0.7419523428942483
VW,Golf,1.6,Petrol,1992,97933,3035,10361.781497383605,113511.21642291694,14906,-0.6574700832366751
Ford,Fiesta,1.0,Petrol,2022,6498,25796,10671.473455469377,112525.01002941963,14956,0.7289038980654311
VW,Golf,2.0,Petrol,2017,56395,23865,10361.781497383605,113511.21642291694,14906,0.6112865632429555
VW,Golf,2.0,Petrol,2004,81654,8479,10361.781497383605,113511.21642291694,14906,-0.32587569132908467
VW,Passat,2.0,Diesel,2004,102035,9591,10361.781497383605,113511.21642291694,14906,-0.2581436994478869
Ford,Fiesta,1.4,Petrol,2008,96628,6838,10671.473455469377,112525.01002941963,14956,-0.42582910740556446
Ford,Mondeo,1.6,Diesel,1999,184059,3008,10671.473455469377,112525.01002941963,14956,-0.659114654981992
Ford,Fiesta,1.2,Petrol,2000,132422,2831,10671.473455469377,112525.01002941963,14956,-0.6698957364235136
Toyota,Prius,1.8,Hybrid,2005,100170,11175,14341.099418465705,111368.92232932367,12553,-0.16166215705596493
BMW,Z4,2.0,Petrol,2003,56924,12289,24431.679089444,112858.0471394037,4964,-0.09380834504548445
VW,Golf,1.6,Diesel,2003,191620,3118,10361.781497383605,113511.21642291694,14906,-0.6524145478714418
Ford,Mondeo,1.8,Diesel,2002,61614,9976,10671.473455469377,112525.01002941963,14956,-0.23469332456096145
VW,Polo,1.0,Petrol,2002,85362,4308,10361.781497383605,113511.21642291694,14906,-0.5799315709482177
VW,Polo,1.4,Petrol,2009,74098,8786,10361.781497383605,113511.21642291694,14906,-0.3071763014841857
BMW,Z4,2.0,Petrol,2004,80967,11193,24431.679089444,112858.0471394037,4964,-0.16056577589242038
Toyota,Prius,1.0,Hybrid,2012,44509,19312,14341.099418465705,111368.92232932367,12553,0.3339630389308212
VW,Golf,1.6,Diesel,2008,72491,11068,10361.781497383605,113511.21642291694,14906,-0.16817953397259097
Toyota,Prius,1.4,Hybrid,1995,217845,1915,14341.099418465705,111368.92232932367,12553,-0.7256893556350038
Toyota,Yaris,1.0,Petrol,2003,94332,4875,14341.099418465705,111368.92232932367,12553,-0.5453955642965638
Toyota,RAV4,1.8,Hybrid,2001,137684,7547,14341.099418465705,111368.92232932367,12553,-0.38264387157483676
Toyota,Yaris,1.0,Petrol,1994,133376,1991,14341.099418465705,111368.92232932367,12553,-0.7210601907222601
BMW,M5,4.0,Petrol,1995,271810,3149,24431.679089444,112858.0471394037,4964,-0.6505263358675596
Ford,Focus,2.0,Petrol,1992,249238,1130,10671.473455469377,112525.01002941963,14956,-0.7735037563784752
Ford,Focus,2.0,Diesel,2012,46917,22683,10671.473455469377,112525.01002941963,14956,0.5392908668368622
VW,Polo,1.0,Petrol,2016,34708,15190,10361.781497383605,113511.21642291694,14906,0.0828917524791151
VW,Passat,1.6,Diesel,2006,74237,11931,10361.781497383605,113511.21642291694,14906,-0.11561414818709308
VW,Golf,1.6,Petrol,2005,106953,6757,10361.781497383605,113511.21642291694,14906,-0.430762822641515
VW,Golf,2.0,Petrol,2000,128739,4583,10361.781497383605,113511.21642291694,14906,-0.5631813031718423
VW,Passat,2.0,Diesel,2018,43297,36217,10361.781497383605,113511.21642291694,14906,1.3636476816930947
Ford,Mondeo,1.6,Petrol,2014,50807,21356,10671.473455469377,112525.01002941963,14956,0.458463211057771
Ford,Mondeo,1.8,Diesel,1989,184397,1633,10671.473455469377,112525.01002941963,14956,-0.7428659938638688
VW,Golf,1.8,Petrol,2011,78224,13134,10361.781497383605,113511.21642291694,14906,-0.042339340423531116
BMW,Z4,2.0,Petrol,2015,26802,32798,24431.679089444,112858.0471394037,4964,1.1553961706842681
VW,Golf,1.8,Petrol,2010,85030,11720,10361.781497383605,113511.21642291694,14906,-0.12846617182642106
BMW,X3,2.4,Diesel,1995,210179,2624,24431.679089444,112858.0471394037,4964,-0.6825041198042762
VW,Polo,1.0,Petrol,2017,40452,15694,10361.781497383605,113511.21642291694,14906,0.113590425058363
VW,Passat,1.8,Diesel,2002,36438,12320,10361.781497383605,113511.21642291694,14906,-0.09192013304160214
VW,Passat,1.6,Petrol,2008,76523,12783,10361.781497383605,113511.21642291694,14906,-0.06371877311265019
Porsche,718 Cayman,4.0,Petrol,1991,187397,3477,29103.764660789573,111638.253737064,2609,-0.6305478346651918
Toyota,Yaris,1.4,Hybrid,2020,18841,34758,14341.099418465705,111368.92232932367,12553,1.2747798973813433
Toyota,Yaris,1.4,Hybrid,2003,164892,3983,14341.099418465705,111368.92232932367,12553,-0.5997273419566612
Toyota,Prius,1.4,Hybrid,2000,172124,3988,14341.099418465705,111368.92232932367,12553,-0.5994227916334544
Toyota,Prius,1.4,Hybrid,2009,95579,13304,14341.099418465705,111368.92232932367,12553,-0.03198462943449908
VW,Polo,2.0,Diesel,1988,194642,1052,10361.781497383605,113511.21642291694,14906,-0.7782547414205018
Toyota,Yaris,1.2,Petrol,1999,136675,2965,14341.099418465705,111368.92232932367,12553,-0.6617337877615707
